,Metrics,Values,Model
0,eval_balanced_accuracy,0.3699750169835473,Gaussian Mixture Model
1,eval_absolute_accuracy,0.5018334606569901,Gaussian Mixture Model
2,eval_recall,0.5018334606569901,Gaussian Mixture Model
3,eval_precision,0.3999606420124236,Gaussian Mixture Model
4,eval_f1,0.42979764696377787,Gaussian Mixture Model
5,eval_fit_time,24.204542636871338,Gaussian Mixture Model
6,eval_score_time,0.0200045108795166,Gaussian Mixture Model
