,pp,df,rg,fc,dh,sh,fcxr,mfcr,if
eval_accuracy,0.05564387917329094,0.0,0.9610303830911493,0.32709716354858176,0.20126448893572182,0.0,0.018789144050104383,0.644891122278057,0.0
eval_precision,0.6481481481481481,0.0,0.4405086285195277,0.5132575757575758,0.39300411522633744,0.0,0.46153846153846156,0.8536585365853658,0.0
