,pp,df,rg,fc,dh,sh,fcxr,mfcr,if
eval_accuracy,0.4944356120826709,0.6799259944495837,0.8003082342580361,0.11406155703077851,0.8724973656480506,0.0,0.4253653444676409,0.7721943048576214,0.0
eval_precision,0.7775,0.3990228013029316,0.5396377672209026,0.7605633802816901,0.45695364238410596,0.0,0.6763485477178424,0.7709030100334449,0.0
