,pp,df,rg,fc,dh,sh,fcxr,mfcr,if
eval_accuracy,0.9936406995230525,0.40795559666975023,0.6325407309555262,0.3545564272782136,0.5964172813487882,0.7631578947368421,0.5715031315240083,0.7286432160804021,0.20833333333333334
eval_precision,0.5901794145420207,0.4302439024390244,0.5916392092257001,0.5928355196770938,0.4146520146520147,0.30526315789473685,0.5453187250996016,0.7397959183673469,0.044642857142857144
