,Metrics,Values,Model
0,eval_balanced_accuracy,0.4430118157371433,enc_dec
1,eval_absolute_accuracy,0.6314744079449962,enc_dec
2,eval_recall,0.6314744079449962,enc_dec
3,eval_precision,0.6375770638855872,enc_dec
4,eval_f1,0.6092745874241201,enc_dec
5,eval_fit_time,26163.04834008217,enc_dec
6,eval_score_time,12.686107397079468,enc_dec
7,eval_roc_auc,0.9111550157510514,enc_dec
8,eval_log_loss,0.9423534895990896,enc_dec
