,pp,df,rg,fc,dh,sh,fcxr,mfcr,if
eval_accuracy,0.9602543720190779,0.6854764107308048,0.9603698811096433,0.359987929993965,0.44362486828240255,0.0,0.4551148225469729,0.12227805695142378,0.0
eval_precision,0.9572107765451664,0.8497706422018348,0.6624145785876994,0.6165374677002584,0.27444589308996087,0.0,0.7182866556836903,0.22884012539184953,0.0
