,pp,df,rg,fc,dh,sh,fcxr,mfcr,if
eval_accuracy,0.32114467408585057,0.4856614246068455,0.9614707177454865,0.3283041641520821,0.8187565858798735,0.4473684210526316,0.524008350730689,0.7872696817420436,0.0
eval_precision,1.0,0.5057803468208093,0.6176803394625177,0.8401544401544402,0.4868421052631579,0.7391304347826086,0.8096774193548387,0.7507987220447284,0.0
